TASKKEY,PAGE_URL,LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32,LABEL-33,LABEL-34,LABEL-35,LABEL-36,LABEL-37,LABEL-38,LABEL-39
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,4,4Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,2,2Management,View detailed rating,"“Too early too tell.. it's what you make of it, really”",Verified User,"Verified User
                    Current Employee · L***** · Senior UX Designer - May 14, 2023",Pros,"Working alongside some of the smartest and kindest people in my career. There is brilliance in spades here, and with it.. the inevitable imposter syndrome you can experience as a Noogler. To last a year here, I feel is a real milestone... and hopefully it gets easier over time.",Cons,"Chaos at scale - it's laughable in a way. I've never worked in a place where there can be 5 teams working on the same thing, and no single source of truth, it's a patchwork of design systems all nested within each other. Granted, I'm in Ads and it's one of the toughest teams to operate in. Some people thrive under this petri dish of creativity - but I think a semblance of structure would do a lot for motivation, team morale and overall mental health.",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,5,5Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,3,3Management,View detailed rating,“You decide your growth”,Verified User,"Verified User
                    Current Employee · L***** · Software Engineer - May 13, 2023",Pros,-There are opportunities to grow but it’s up to you to find them and it varies org to org-Ok perks,Cons,-constant re-org everywhere-some people are there to coast which is fine but doesn’t add to motivation,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,3,3Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“you know what it is”,Verified User,"Verified User
                    Current Employee · s***** · Software Engineer - May 13, 2023",Pros,"great work life balance and culture, everyone i've worked with is exceptionally nice, and smart",Cons,"slow promotions, only working with google tech, easy to feel stagnant",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“Good place to cruise”,Verified User,"Verified User
                    Current Employee · D********* · Software Engineer - May 13, 2023",Pros,Good wlbDecent compGood perksCool internal tools and tech,Cons,Have to focus on optics too muchManagement is asleepToo much headcount compared to workToo much politics,MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Awesome”,Verified User,"Verified User
                    Current Employee · O*** · Software Engineer - May 12, 2023",Pros,"All good about it, nothing bad. Love the work culture and benefits",Cons,Compensation can be more considering the market. Work is extra chill. Beware of slow growth.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great work life balance”,Verified User,"Verified User
                    Current Employee · c******* · Software Engineer - May 12, 2023",Pros,Good perks. Good money. Matured tech. Great people. Free food.,Cons,Too much politics. There are not many exciting project to do,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,4,4Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“work life balance and compensation if you can adjust to Google way to work”,Verified User,"Verified User
                    Current Employee · p********* · Software Engineer - May 11, 2023",Pros,"Pretty good compensation, well known campus perks and very good community",Cons,"Quite different ways to organize work, weak project management culture, complicated technology stack with close to zero reusability of your knowledge of it outside of Google",MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,3,3Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Mostly good”,Verified User,"Verified User
                    Current Employee · B***** · Silicon Architect Engineer - May 11, 2023",Pros,"Interesting work, absolutely excellent coworkers. Infrastructure is very good. Perks.",Cons,Limited career growth opportunities.Fear of layoffs.Hard to have large impact.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,4,4Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Really awesome place to work”,Verified User,"Verified User
                    Current Employee · a********* · Staff Software Engineer, Manager - May 11, 2023",Pros,"Great benefits, work life balance, awesome culture, work with brilliant folks on challenging problems.",Cons,Would Avoid joining the cloud org. Slow moving work. The culture is not very Googley.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,4,4Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Still the best large company”,Verified User,"Verified User
                    Current Employee · W***** · Software Engineer - May 11, 2023",Pros,"Good culture and tooling, my manager happens to be good and gives the team wlb",Cons,They shutdown the mk near the gym I workout at,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,5,5Career Growth,5,5Work - Life Balance,3,3Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great WLB”,Verified User,"Verified User
                    Current Employee · g******* · Customer Engineer - May 11, 2023",Pros,Excellent company cultureFree food and snacksBrilliant people to work,Cons,Compensation can be betterHard to get a promotion Ambiguous at times,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,3,3Career Growth,4,4Work - Life Balance,5,5Compensation / Benefits,4,4Company Culture,3,3Management,View detailed rating,“Great place”,Verified User,"Verified User
                    Current Employee · i***** · Senior Manager, Marketing Analytics - May 11, 2023",Pros,Google has good compensation and great perks along with hybrid work option.,Cons,There can be issues with career growth. Most people are under employed.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,5,5Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great at this point”,Verified User,"Verified User
                    Current Employee · c********* · Software Engineer - May 11, 2023",Pros,"Friendly culture, good docs, decent and free food, nice no",Cons,"Some cafes are closed recently, quite sad of it :(",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,"“Great, lots of change in Cloud”",Verified User,"Verified User
                    Current Employee · f********* · Customer Engineer - May 10, 2023",Pros,"Great WLB, comp is fine, great culture, great to build your resume",Cons,"Promo is hard to get, growing pains, lots of products to keep track of",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,4,4Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Good opportunities for career growth & development”,Verified User,"Verified User
                    Current Employee · r***** · Product Marketing Manager I - May 10, 2023",Pros,- Flexibility in work hours - A good manager will support in promo process & help find growth opps- Generally supportive team,Cons,- Work life balance isn't great especially in Ads- Too much bureaucracy,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,4,4Career Growth,3,3Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,"“Amazing job, still a job”",Verified User,"Verified User
                    Current Employee · A********* · Software Engineer II - May 10, 2023",Pros,"It’s an amazing company, but at the end of the day it’s still a job. Good internal tech although it’s starting to age.",Cons,"Still a job, lots of hard work just to survive",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,4,4Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,2,2Management,View detailed rating,“Skeptical about the future but for now it's alright”,Verified User,"Verified User
                    Former Employee · e**** · Software Architect - May 10, 2023",Pros,- Career ladder is clearly laid out- Steady work- Strong coworkers,Cons,Huge lack of department oversight has created a rather stale company.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,Reasons for Resignation,I'm not confident in the future of Google being a bright one.
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score5.0,5,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,"“Great WLB, smart and high EQ co-workers, good challenges”",Verified User,"Verified User
                    Current Employee · b******* · Produce Manager - May 10, 2023",Pros,Good TCFun co-workers and good management chain (can be variable)Flexible RTO / hybrid model depending on manager,Cons,Long time for equity bump post joiningNew hire grants down + front loading = 2 year cliff,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score3.0,3,1,1Career Growth,1,1Work - Life Balance,1,1Compensation / Benefits,3,3Company Culture,1,1Management,View detailed rating,“Questionable WLB ”,Verified User,"Verified User
                    Current Employee · b***** · Data Analyst, Staff - May 10, 2023",Pros,Lots of internal team to transfer if you are unhappy,Cons,Avoid google shopping at all cost. Bad WLB. Bad management. Bad bad bad,MORE,Helpful (3),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,Rating Score4.0,4,3,3Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Great culture and pay”,Verified User,"Verified User
                    Current Employee · e********* · Software Engineer - May 9, 2023",Pros,"Learn about state of the art tech, best practices, mentorship from senior engineers.",Cons,Projects can be dull and non-impactful.There is significant tech debt.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
OVbuZpAF,https://www.teamblind.com/company/Google/reviews?page=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prev,02,01,03,04,05,Next,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score5.0,5,4,4Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,"“Great culture, a lot of mobility to try new things”",Verified User,"Verified User
                    Current Employee · l***** · Software Engineer - May 9, 2023",Pros,"Not everyone is like this, but I've found that Google has a higher percentage of well-rounded people. You'll find people who have coding skills, people skills, varied backgrounds, interesting hobbies, consideration for others, a sense of humor, and emotional intelligence to spare. This part has been the most impressive, not to mention helpful for me working on a team as a POC female engineer.If you have good standing on your team, you can move around. Try a 6 month bungee to take on a new type of role, switch product teams, etc. In my four years I've worked on 4 teams across 3 PAs in 2 different roles. Additionally, they have programs where you can teach CS full-time at a college for up to a semester (Google will pay for you to live temporarily in a different state), work on a passion project for 20% of your time, teach classes to other Googlers, or work a stint full-time for a non-profit through Google.org. If you're the passionate, exploratory type, the possibilities are endless.",Cons,"Big company problems. The red tape is endless. If you're used to working for smaller companies that move faster with less bureaucracy, the time it takes to do something simple like add a column to a table, let alone launch a feature, can be exasperating. Sometimes the project you've been working on for over a year gets cancelled. Reorgs happen regularly. People leave a lot. Appreciate a good team while you have one.Working with mostly internal tools can make you feel that you're becoming less marketable in the industry.",MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,4,4Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Great work life balance ”,Verified User,"Verified User
                    Current Employee · t********* · Test Engineer - May 9, 2023",Pros,Great work life balance. Good culture. Nice people to work with.,Cons,I do not have anything to complain to be honest.,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,4,4Career Growth,3,3Work - Life Balance,3,3Compensation / Benefits,4,4Company Culture,3,3Management,View detailed rating,“The culture is good but the management is not that great. You're always getting pushed and that destroys wlb.”,Verified User,"Verified User
                    Current Employee · 1**** · Software Engineer - May 9, 2023",Pros,Great cultureOption to switch between teamsKnowledgeable and helpful peers,Cons,Bad work life balancePoor managementAverage compensationTop much time goes into approval and meetings,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,4,4Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,3,3Management,View detailed rating,“Reorgs impacting work velocity ”,Verified User,"Verified User
                    Current Employee · W***** · UX Designer - May 9, 2023",Pros,Culture and perks are great people are really good here,Cons,Reorgs happen often impact work velocity and motivation and stuff,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,5,5Company Culture,5,5Management,View detailed rating,“Great slb”,Verified User,"Verified User
                    Current Employee · t**** · Software Engineer - May 9, 2023",Pros,Awesome company just too great perks good food team is intelligent,Cons,None that I can think of. Really none at all,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,4,4Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Worked pretty hard”,Verified User,"Verified User
                    Current Employee · D****** · Software Engineer II - May 8, 2023",Pros,"I got lucky and got a good manager and team, but it’s a bit hit or miss",Cons,Some friends had a bad manager who made life hell,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score3.0,3,3,3Career Growth,3,3Work - Life Balance,3,3Compensation / Benefits,1,1Company Culture,1,1Management,View detailed rating,“Culture and leadership challenges”,Verified User,"Verified User
                    Current Employee · w***** · Product Manager - May 8, 2023",Pros,- Strong engineers- Good career progression with a supportive manager- Low risk,Cons,"Director+ leadership has lost track of the business and is out to lunch. Lack of accountability creates a mediocre, low agency culture full of slackers.",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score5.0,5,2,2Career Growth,4,4Work - Life Balance,3,3Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“Good ”,Verified User,"Verified User
                    Current Employee · i****** · Software Applications Engineer III - May 8, 2023",Pros,i like working here.. projects are interesting and challenging. good workspace.,Cons,promo process is hard. too much documentation required. Google internal tech stack,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,4,4Career Growth,5,5Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,3,3Management,View detailed rating,“Great place to work ”,Verified User,"Verified User
                    Current Employee · h******** · Business Development Associate - May 8, 2023",Pros,"Work-life balance, pay, benefits, incredibly smart people, steep learning curve",Cons,"Coasters, culture of safety, politics, to easy to stick around",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score3.0,3,3,3Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,3,3Company Culture,2,2Management,View detailed rating,“Change and progress mired in deep layers of management and politics”,Verified User,"Verified User
                    Current Employee · G***** · Senior Program Manager I - May 7, 2023",Pros,"Great compensation, possible to have good WLB depending on the team, generally smart people.",Cons,"Any work you do is stuck in purgatory of management layers and reviews from middle management to Directors and above. Directors are nitpicking on copy, Managers are gate keeping by level, projects are getting canceled left and right. There is a ton of political infighting as different Directors and VPs fight to build their kingdoms. Teams are built to help create kingdoms, but not enough interesting and good work to go around to give everyone meaningful assignments. Getting promoted is doable but often more about politics than the work or merit. Depending on the team and the work, it's a real slog. Don't expect to love or even be interested in your work. It's just the money.",MORE,Helpful (1),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score2.0,2,1,1Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,2,2Company Culture,2,2Management,View detailed rating,“Google Customer Solutions Stifled My Career”,Verified User,"Verified User
                    Current Employee · Q**** · Account Strategist - May 7, 2023",Pros,"Prestige, compensation (kinda, for the most part), free lunches and snacks (although decreasing quality)",Cons,"Poor support (emotional & professional), siloed career progression, lack of opportunities, decreasing benefits, compensation is low relative to the terrible core work experience",MORE,Helpful (2),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,3,3Career Growth,3,3Work - Life Balance,3,3Compensation / Benefits,4,4Company Culture,3,3Management,View detailed rating,“Still better than most companies”,Verified User,"Verified User
                    Current Employee · q***** · Software Engineer - May 6, 2023",Pros,"Heavily investing on ai, solid tech foundation, above average engineers",Cons,"Severe political battles, too many competing works, weak leadership, pay is so so",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,5,5Career Growth,3,3Work - Life Balance,4,4Compensation / Benefits,5,5Company Culture,4,4Management,View detailed rating,“Good career choice ”,Verified User,"Verified User
                    Current Employee · n**** · Senior Software Engineer - May 6, 2023",Pros,- strong leadership in money making PAs- strong engineering culture in the money making PAs,Cons,- benefits only in the money making PAs- ehhhh perks,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score5.0,5,4,4Career Growth,4,4Work - Life Balance,4,4Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,“Good wlf”,Verified User,"Verified User
                    Current Employee · r***** · Finance Manager - May 5, 2023",Pros,"wlf, good benefits, good culture and really cool project pipeline",Cons,Politics can often get in the way of progress of projects,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score4.0,4,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,4,4Company Culture,4,4Management,View detailed rating,"“Great people to work with, too complex and unfocused.”",Verified User,"Verified User
                    Current Employee · J***** · Site Reliability Engineer Manager - May 5, 2023",Pros,"Work life balance, fair performance system, great compensation and excellent offices and perks",Cons,"Difficult to have impact, too much organizational complexity and reorgs. Culture is going downhill due to lack of focused leadership.",MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
d8Tj6yBw,https://www.teamblind.com/company/Google/reviews?page=3,,,,Rating Score5.0,5,5,5Career Growth,5,5Work - Life Balance,5,5Compensation / Benefits,1,1Company Culture,1,1Management,View detailed rating,“Culture sucks post layoffs”,Verified User,"Verified User
                    Current Employee · b***** · Engineer - May 4, 2023",Pros,Lax WLBPerks are still industry leadingMemegenTransfers after about 18moGood on the resume,Cons,Culture and management is toxicDecisions are political and more about who you know now a daysManagement or director doesn’t like you you’re screwed,MORE,Helpful (0),Share on Facebook,Share on Twitter,Share URL,REPORT,More Menu,,,,,,,,,
